0,0
0.554,0.028067693
1.108,0.064213424
1.662,0.105696644
2.216,0.140338944
2.77,0.18685365
3.324,0.231707289
3.878,0.262364075
4.432,0.29893217
4.986,0.328503082
5.54,0.36121535
6.094,0.382867177
6.648,0.41039261
7.202,0.440262912
7.756,0.462600395
8.31,0.485207981
8.864,0.503785834
9.418,0.526617564
9.972,0.537762915
10.526,0.553211486
11.08,0.567858337
11.634,0.579927596
12.188,0.586750236
12.742,0.598928049
13.296,0.604283322
13.85,0.606390909
14.404,0.620925554
14.958,0.620530645
15.512,0.630885434
16.066,0.633273462
16.62,0.634743743
17.174,0.641590069
17.728,0.641938146
18.282,0.644152065
18.836,0.649583569
19.39,0.65054684
19.944,0.651157117
20.498,0.651944665
21.052,0.65538876
21.606,0.651436
22.16,0.65992032
22.714,0.661256789
23.268,0.655917331
23.822,0.658284318
24.376,0.661402001
24.93,0.662588742
25.484,0.661617302
26.038,0.663638236
26.592,0.66590165
27.146,0.66568737
27.7,0.665357121
28.254,0.664572708
28.808,0.661038157
29.362,0.665199184
29.916,0.663667163
30.47,0.665383872
31.024,0.666445208
31.578,0.666085831
32.132,0.671260923
32.686,0.668404245
33.24,0.664306102
33.794,0.6675354
34.348,0.668136304
34.902,0.669436846
35.456,0.666332778
36.01,0.665043238
36.564,0.665002449
37.118,0.665530823
37.672,0.669194638
38.226,0.668454515
38.78,0.664643147
39.334,0.668319204
39.888,0.662730232
40.442,0.665725414
40.996,0.665613427
41.55,0.666781072
42.104,0.667656073
42.658,0.665578473
43.212,0.664098384
43.766,0.663303765
44.32,0.668252689
44.874,0.66604597
45.428,0.664908965
45.982,0.666329233
46.536,0.668416501
47.09,0.663334854
47.644,0.66295681
48.198,0.664274202
48.752,0.66549207
49.306,0.666927584
49.86,0.666317185
50.414,0.66541747
50.968,0.662934649
51.522,0.665025127
52.076,0.666412104
52.63,0.666561057
53.184,0.666226636
53.738,0.668110474
54.292,0.668801377
54.846,0.666297835
55.4,0.667518682
55.954,0.670816343
56.508,0.66401749
57.062,0.665289501
57.616,0.665318074
58.17,0.665636066
58.724,0.665820807
59.278,0.666067004
59.832,0.662542994
60.386,0.666937352
60.94,0.664094747
61.494,0.666194746
62.048,0.669430268
62.602,0.660984263
63.156,0.664903524
63.71,0.667770944
64.264,0.662142286
64.818,0.666871476
65.372,0.664025478
65.926,0.662389064
66.48,0.664318693
67.034,0.663981571
67.588,0.662473611
68.142,0.663310768
68.696,0.661503113
69.25,0.663457043
69.804,0.66164539
70.358,0.66034116
70.912,0.660816728
71.466,0.661587611
72.02,0.664167836
72.574,0.66381941
73.128,0.663476925
73.682,0.661764802
74.236,0.660657422
74.79,0.661447077
75.344,0.660902795
75.898,0.660380383
76.452,0.659000098
77.006,0.659587846
77.56,0.658832508
78.114,0.663224571
78.668,0.659632113
79.222,0.662302951
79.776,0.661569872
80.33,0.667548942
80.884,0.663884169
81.438,0.665556144
81.992,0.659652009
82.546,0.666438851
83.1,0.668525254
83.654,0.66312344
84.208,0.660490709
84.762,0.663385441
85.316,0.662907752
85.87,0.660343928
86.424,0.660506096
86.978,0.662668639
87.532,0.662584924
88.086,0.666004974
88.64,0.660184217
89.194,0.66167893
89.748,0.661632496
90.302,0.660432725
90.856,0.663767019
91.41,0.664609815
91.964,0.665220485
92.518,0.663592613
93.072,0.662415237
93.626,0.661629256
94.18,0.663491093
94.734,0.664626623
95.288,0.663934743
95.842,0.662071541
96.396,0.662961738
96.95,0.659290933
97.504,0.664850249
98.058,0.657004379
98.612,0.661653356
99.166,0.665363667
99.72,0.66294532
100.274,0.664820091
100.828,0.66340626
101.382,0.663314989
101.936,0.658107533
102.49,0.662836336
103.044,0.662126129
103.598,0.664953727
104.152,0.662332533
104.706,0.661864865
105.26,0.659660783
105.814,0.65866047
106.368,0.664184746
106.922,0.660133944
107.476,0.663728257
108.03,0.658367179
108.584,0.658565182
109.138,0.660969719
109.692,0.661082522
110.246,0.663370248
110.8,0.66198133
111.354,0.664226578
111.908,0.664340589
112.462,0.664908693
113.016,0.663692037
113.57,0.662639739
114.124,0.660087819
114.678,0.66405055
115.232,0.662917051
115.786,0.662304206
116.34,0.659577338
116.894,0.665078517
117.448,0.663006227
118.002,0.660154364
118.556,0.663052852
119.11,0.665103918
119.664,0.664841835
120.218,0.664588787
120.772,0.662453054
121.326,0.664679066
121.88,0.661485072
122.434,0.662496946
122.988,0.662423508
123.542,0.661699033
124.096,0.663834887
124.65,0.6636411
125.204,0.663844866
125.758,0.66354662
126.312,0.65971414
126.866,0.662343851
127.42,0.661123949
127.974,0.661816155
128.528,0.663044133
129.082,0.65985994
129.636,0.659442551
130.19,0.661566103
130.744,0.664312781
131.298,0.657933615
131.852,0.66066652
132.406,0.662333532
132.96,0.658296174
133.514,0.660292919
134.068,0.660382873
134.622,0.660804115
135.176,0.662823132
135.73,0.662329758
136.284,0.659554872
136.838,0.663382265
137.392,0.658211777
137.946,0.663379952
138.5,0.662873536
139.054,0.663608796
139.608,0.6637929
140.162,0.664249888
140.716,0.663116355
141.27,0.65908679
141.824,0.663346672
142.378,0.65695106
142.932,0.665018252
143.486,0.656162013
144.04,0.662392499
144.594,0.657556882
145.148,0.664258382
145.702,0.661653654
146.256,0.662316236
146.81,0.660629573
147.364,0.66078297
147.918,0.662810404
148.472,0.665276078
149.026,0.66211193
149.58,0.663370587
150.134,0.661292249
150.688,0.660439202
151.242,0.663149753
151.796,0.660635006
152.35,0.661046596
152.904,0.658612832
153.458,0.660833293
154.012,0.662348215
